Country or Territory;Station Name;WMO Station Number;National Station Id Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual
UNITED STATES OF AMERICA;SUNNYSIDE, WA;72000;458207;1961-1990;Mean Monthly Value;mm;21.8;14.0;14.0;12.4;12.7;9.4;3.8;8.1;11.2;11.9;23.4;27.2;169.9
UNITED STATES OF AMERICA;VANCOUVER 4NNE, WA;72000;458773;1961-1990;Mean Monthly Value;mm;153.7;115.1;102.6;70.1;59.7;41.7;20.8;31.0;51.1;80.3;149.9;173.2;1049.2
UNITED STATES OF AMERICA;WILBUR, WA;72000;459238;1961-1990;Mean Monthly Value;mm;28.2;27.4;26.4;23.1;29.0;20.8;15.7;15.7;15.7;18.0;40.9;42.7;303.6
UNITED STATES OF AMERICA;BUCKHANNON 2W, WV;72000;461220;1961-1990;Mean Monthly Value;mm;89.4;82.3;104.9;104.6;107.2;116.8;123.2;110.2;98.0;82.0;97.5;101.1;1217.2
UNITED STATES OF AMERICA;GLENVILLE 1ENE, WV;72000;463544;1961-1990;Mean Monthly Value;mm;74.9;72.1;97.0;98.3;103.6;90.4;128.3;106.2;84.8;81.5;93.2;88.6;1118.9
UNITED STATES OF AMERICA;LEWISBURG 2SSW, WV;72000;465224;1961-1990;Mean Monthly Value;mm;68.3;71.6;82.6;83.6;91.4;86.1;111.5;90.4;72.4;79.2;74.7;73.9;985.7
UNITED STATES OF AMERICA;MARTINSBURG FAA AIRPORT, WV;72000;465707;1961-1990;Mean Monthly Value;mm;59.7;63.5;79.8;80.5;103.1;86.9;89.7;83.8;71.4;86.9;78.2;67.8;951.3
UNITED STATES OF AMERICA;PARSONS 1SE, WV;72000;466867;1961-1990;Mean Monthly Value;mm;88.4;80.8;105.9;118.9;122.7;134.6;136.1;124.0;105.2;90.9;96.3;100.6;1304.4
UNITED STATES OF AMERICA;SPENCER 1SE, WV;72000;468384;1961-1990;Mean Monthly Value;mm;77.0;73.4;92.2;90.9;98.8;87.4;122.7;105.7;91.4;82.0;90.2;85.3;1097.0
UNITED STATES OF AMERICA;WELLSBURG WATER TRMT PLANT, WV;72000;469368;1961-1990;Mean Monthly Value;mm;56.9;58.7;81.5;86.9;110.0;98.0;110.7;91.4;77.0;69.6;78.5;71.6;990.8
UNITED STATES OF AMERICA;WILLIAMSON, WV;72000;469605;1961-1990;Mean Monthly Value;mm;81.3;85.9;96.8;91.9;101.1;96.3;120.9;96.3;89.9;76.5;86.9;89.7;1113.5
UNITED STATES OF AMERICA;WINFIELD LOCK & DAM, WV;72000;469683;1961-1990;Mean Monthly Value;mm;68.1;66.8;91.4;89.7;100.1;80.5;118.6;102.6;86.4;74.2;86.9;82.3;1047.6
UNITED STATES OF AMERICA;ASHLAND EXPERIMENT FARM, WI;72000;470349;1961-1990;Mean Monthly Value;mm;27.2;19.3;45.7;58.2;83.3;84.3;89.2;105.9;97.5;63.0;54.9;35.1;763.6
UNITED STATES OF AMERICA;BOWLER, WI;72000;470991;1961-1990;Mean Monthly Value;mm;23.4;24.6;48.8;70.4;88.9;90.9;91.9;97.5;104.6;65.5;53.3;38.1;797.9
UNITED STATES OF AMERICA;BRODHEAD, WI;72000;471078;1961-1990;Mean Monthly Value;mm;29.2;29.5;59.2;83.8;83.6;102.1;98.6;103.1;98.0;68.3;54.6;46.5;856.5
UNITED STATES OF AMERICA;FOND DU LAC, WI;72000;472839;1961-1990;Mean Monthly Value;mm;24.6;22.9;45.0;65.5;78.0;88.6;82.0;100.3;95.3;59.9;47.2;37.1;746.4
UNITED STATES OF AMERICA;LANCASTER 4WSW, WI;72000;474546;1961-1990;Mean Monthly Value;mm;21.3;23.6;54.9;76.5;90.9;103.4;101.3;112.0;97.5;62.7;54.4;34.0;832.5
UNITED STATES OF AMERICA;MANITOWOC, WI;72000;475017;1961-1990;Mean Monthly Value;mm;31.8;30.2;50.5;67.3;71.6;79.5;76.5;83.8;85.6;57.7;58.9;46.0;739.4
UNITED STATES OF AMERICA;MEDFORD, WI;72000;475255;1961-1990;Mean Monthly Value;mm;27.4;22.9;46.7;63.0;86.4;105.9;94.2;108.7;113.8;60.2;46.0;35.8;811.0
UNITED STATES OF AMERICA;NEW LONDON, WI;72000;475932;1961-1990;Mean Monthly Value;mm;33.0;29.5;52.8;66.8;85.9;91.2;89.2;93.2;91.9;58.9;52.3;39.6;784.3
UNITED STATES OF AMERICA;OCONTO 4W, WI;72000;476208;1961-1990;Mean Monthly Value;mm;38.1;29.5;52.8;61.5;83.3;90.9;86.9;85.9;89.2;58.9;59.7;44.7;781.4
UNITED STATES OF AMERICA;OSHKOSH, WI;72000;476330;1961-1990;Mean Monthly Value;mm;31.2;27.4;57.2;72.4;80.0;83.6;83.3;98.6;97.0;60.2;58.4;41.9;791.2
UNITED STATES OF AMERICA;PORTAGE, WI;72000;476718;1961-1990;Mean Monthly Value;mm;25.9;27.7;55.4;75.7;81.3;97.0;92.7;101.3;103.6;61.0;55.4;38.4;815.4
UNITED STATES OF AMERICA;PRAIRIE DU CHIEN, WI;72000;476827;1961-1990;Mean Monthly Value;mm;23.6;29.0;50.5;77.0;90.4;88.4;88.9;100.3;84.3;59.2;49.8;35.8;777.2
UNITED STATES OF AMERICA;RACINE, WI;72000;476922;1961-1990;Mean Monthly Value;mm;40.9;34.3;67.3;93.0;75.9;91.7;98.3;93.0;96.5;59.7;66.5;55.9;873.0
UNITED STATES OF AMERICA;SPOONER EXPERIMENT FARM, WI;72000;478027;1961-1990;Mean Monthly Value;mm;19.3;16.5;35.3;54.9;80.3;97.8;95.5;108.5;97.0;64.3;37.8;24.4;731.6
UNITED STATES OF AMERICA;VIROQUA 2NW, WI;72000;478827;1961-1990;Mean Monthly Value;mm;20.1;21.6;41.4;79.2;85.1;94.7;105.9;105.7;105.4;57.9;42.2;30.0;789.2
UNITED STATES OF AMERICA;WATERTOWN, WI;72000;478919;1961-1990;Mean Monthly Value;mm;30.0;29.0;57.2;74.9;72.4;95.5;102.1;101.9;102.6;62.2;57.2;46.0;831.0
UNITED STATES OF AMERICA;CHUGWATER, WY;72000;481730;1961-1990;Mean Monthly Value;mm;15.7;14.5;28.4;41.1;71.4;54.4;50.0;38.1;28.7;22.4;17.0;15.7;397.4
UNITED STATES OF AMERICA;EVANSTON 1E, WY;72000;483100;1961-1990;Mean Monthly Value;mm;14.7;15.7;22.9;30.0;29.2;25.4;22.6;24.4;31.5;27.4;22.4;19.6;285.8
UNITED STATES OF AMERICA;LARAMIE, WY;72000;485415;1961-1990;Mean Monthly Value;mm;11.2;11.4;21.3;26.7;34.3;30.5;40.1;28.4;23.9;20.8;16.3;11.4;276.3
UNITED STATES OF AMERICA;LUSK, WY;72000;485830;1961-1990;Mean Monthly Value;mm;14.7;13.2;30.7;56.6;68.6;55.6;48.5;29.2;32.0;25.9;16.0;14.7;405.7
UNITED STATES OF AMERICA;PATHFINDER DAM, WY;72000;487105;1961-1990;Mean Monthly Value;mm;8.1;9.9;16.3;30.0;45.0;31.0;22.9;15.7;18.8;22.1;12.7;9.7;242.2
UNITED STATES OF AMERICA;KEY WEST/INTL, FL;72201;84570;1961-1990;Mean Monthly Value;mm;51.1;45.7;43.4;44.4;87.9;129.3;91.7;127.8;148.6;112.3;72.1;51.3;1005.6
UNITED STATES OF AMERICA;MIAMI, FL;72202;85663;1961-1990;Mean Monthly Value;mm;51.1;52.8;60.7;72.4;157.7;237.0;144.8;192.5;193.8;143.3;67.6;46.5;1420.2
UNITED STATES OF AMERICA;WEST PALM BEACH/INTL, FL;72203;89525;1961-1990;Mean Monthly Value;mm;71.1;68.3;93.0;73.9;155.7;205.5;156.0;152.9;216.7;167.6;119.1;63.2;1543.0
UNITED STATES OF AMERICA;ORLANDO/JETPORT, FL;72205;86628;1961-1990;Mean Monthly Value;mm;58.4;76.7;81.5;45.7;90.2;185.9;184.1;172.2;152.7;61.5;58.4;54.6;1221.9
UNITED STATES OF AMERICA;JACKSONVILLE/WSO AP FL;72206;84358;1961-1990;Mean Monthly Value;mm;84.1;99.8;93.5;70.4;90.2;144.5;142.2;201.4;179.1;73.7;55.6;69.1;1303.6
UNITED STATES OF AMERICA;SAVANNAH/MUNICIPAL, GA;72207;97847;1961-1990;Mean Monthly Value;mm;91.2;81.8;96.0;77.0;103.9;143.8;162.1;189.5;113.5;60.7;55.6;75.2;1250.3
UNITED STATES OF AMERICA;CHARLESTON/MUNICIPAL, SC;72208;381544;1961-1990;Mean Monthly Value;mm;87.6;83.8;110.2;67.8;101.9;163.3;173.7;183.4;120.1;73.7;63.2;80.0;1308.7
UNITED STATES OF AMERICA;TAMPA/INT'L ARPT FL;72211;88788;1961-1990;Mean Monthly Value;mm;50.5;78.2;76.5;29.2;78.7;139.2;167.1;193.3;151.9;51.3;45.0;54.6;1115.5
UNITED STATES OF AMERICA;TALLAHASSEE/MUNICIPAL, FL;72214;88758;1961-1990;Mean Monthly Value;mm;121.2;141.2;157.7;95.0;120.6;176.0;224.0;191.3;141.7;74.2;98.3;127.8;1669.0
UNITED STATES OF AMERICA;MACON/LEWIS B WILSON ARPT GA;72217;95443;1961-1990;Mean Monthly Value;mm;115.8;120.4;121.7;87.9;90.7;90.9;109.2;92.2;70.6;55.4;69.3;109.5;1133.6
UNITED STATES OF AMERICA;AUGUSTA/BUSH FIELD, GA;72218;90495;1961-1990;Mean Monthly Value;mm;102.9;108.5;118.1;84.1;95.8;104.9;107.7;114.3;76.7;72.1;63.0;86.4;1134.5
UNITED STATES OF AMERICA;ATLANTA/HARTSFIELD INTL AP GA;72219;90451;1961-1990;Mean Monthly Value;mm;120.6;122.2;146.6;108.2;109.0;90.4;127.3;93.0;86.9;77.5;98.0;110.0;1289.7
UNITED STATES OF AMERICA;APALACHICOLA/MUNICIPAL, FL;72220;80211;1961-1990;Mean Monthly Value;mm;99.1;96.3;107.9;69.1;67.8;115.6;186.7;190.5;191.5;86.4;81.3;103.6;1395.8
UNITED STATES OF AMERICA;PENSACOLA FAA AP, FL;72222;86997;1961-1990;Mean Monthly Value;mm;118.9;137.2;143.0;95.8;106.7;162.6;188.5;187.7;135.1;106.9;89.9;109.0;1581.3
UNITED STATES OF AMERICA;MOBILE/WSO AIRPORT AL;72223;15478;1961-1990;Mean Monthly Value;mm;120.9;138.7;162.8;113.8;145.8;128.0;174.0;176.8;150.1;74.7;104.1;134.9;1624.6
UNITED STATES OF AMERICA;MONTGOMERY AL;72226;15550;1961-1990;Mean Monthly Value;mm;118.9;139.2;159.0;114.0;99.6;99.1;131.8;93.7;103.9;62.2;103.6;132.1;1357.1
UNITED STATES OF AMERICA;BIRMINGHAM/MUNICIPAL ARPT AL;72228;10831;1961-1990;Mean Monthly Value;mm;129.5;119.9;157.2;126.0;123.2;94.7;133.4;91.2;99.8;71.4;110.0;130.0;1386.3
UNITED STATES OF AMERICA;NEW ORLEANS, LA;72231;166660;1961-1990;Mean Monthly Value;mm;128.3;152.7;124.5;114.3;115.8;148.3;155.4;156.7;140.0;77.5;112.3;146.0;1571.8
UNITED STATES OF AMERICA;JACKSON/THOMPSON FIELD MS;72235;224472;1961-1990;Mean Monthly Value;mm;133.1;119.4;147.8;141.5;128.3;80.8;114.6;95.8;90.2;82.8;122.2;150.1;1406.6
UNITED STATES OF AMERICA;LAKE CHARLES/WSO AP LA;72240;165078;1961-1990;Mean Monthly Value;mm;114.8;91.2;83.6;84.6;144.0;126.0;132.1;135.4;144.5;100.3;108.2;128.3;1393.0
UNITED STATES OF AMERICA;PORT ARTHUR, TX;72241;417174;1961-1990;Mean Monthly Value;mm;121.2;85.9;82.3;89.2;145.0;142.0;136.7;135.6;160.3;109.0;123.2;122.2;1452.6
UNITED STATES OF AMERICA;GALVESTON, TX;72242;413430;1961-1990;Mean Monthly Value;mm;82.8;57.4;56.6;61.7;91.2;112.8;100.6;113.5;150.6;72.1;85.6;88.9;1073.8
UNITED STATES OF AMERICA;HOUSTON/INTERCONTINENTAL, TX;72243;414300;1961-1990;Mean Monthly Value;mm;83.6;75.2;74.2;81.5;133.1;126.0;91.4;88.6;124.2;108.5;96.3;87.6;1170.2
UNITED STATES OF AMERICA;SHREVEPORT/WSO AP LA;72248;168440;1961-1990;Mean Monthly Value;mm;98.6;99.6;91.2;95.3;131.6;109.0;93.2;61.7;79.2;94.7;113.0;104.1;1171.2
UNITED STATES OF AMERICA;BROWNSVILLE/INTL, TX;72250;411136;1961-1990;Mean Monthly Value;mm;39.6;26.9;13.5;39.6;74.7;69.3;48.3;70.4;152.4;71.1;38.4;31.8;676.0
UNITED STATES OF AMERICA;CORPUS CHRISTI/INTL, TX;72251;412015;1961-1990;Mean Monthly Value;mm;43.4;49.8;23.9;43.7;84.6;85.9;60.7;84.1;140.2;76.7;40.4;32.0;765.4
UNITED STATES OF AMERICA;SAN ANTONIO/INTL, TX;72253;417945;1961-1990;Mean Monthly Value;mm;43.4;46.0;38.6;63.5;107.2;96.8;54.9;64.5;86.6;80.5;66.5;38.4;786.9
UNITED STATES OF AMERICA;AUSTIN/MUNICIPAL AP TX;72254;410428;1961-1990;Mean Monthly Value;mm;43.4;55.1;47.5;65.0;121.4;94.5;51.8;52.1;83.8;87.1;60.2;47.8;809.7
UNITED STATES OF AMERICA;VICTORIA/REGIONAL AP TX;72255;419364;1961-1990;Mean Monthly Value;mm;54.9;50.8;39.4;61.2;114.3;124.2;84.8;76.5;142.2;87.9;62.2;51.8;950.2
UNITED STATES OF AMERICA;WACO/MADISON-COOPER ARPT TX;72256;419419;1961-1990;Mean Monthly Value;mm;41.9;53.1;59.2;81.0;116.3;83.3;50.5;42.7;89.4;85.3;61.7;47.2;811.6
UNITED STATES OF AMERICA;FORT WORTH/GREATER SW INT'L A,TX;72259;412242;1961-1990;Mean Monthly Value;mm;46.5;55.4;70.4;88.9;124.0;75.7;58.7;56.1;86.1;89.4;58.2;46.7;856.1
UNITED STATES OF AMERICA;DEL RIO/INT'L ARPT TX;72261;412360;1961-1990;Mean Monthly Value;mm;14.2;24.1;17.5;50.3;51.6;53.6;47.0;37.3;71.9;56.9;23.4;15.5;463.3
UNITED STATES OF AMERICA;SAN ANGELO/MATHIS, TX;72263;417943;1961-1990;Mean Monthly Value;mm;20.3;27.2;23.1;42.4;76.2;59.2;26.9;49.0;86.6;61.0;27.4;20.1;519.4
UNITED STATES OF AMERICA;MIDLAND/WSO AP TX;72265;415890;1961-1990;Mean Monthly Value;mm;10.2;15.7;14.7;21.1;50.3;39.4;43.2;42.9;66.5;44.2;17.5;14.2;379.9
UNITED STATES OF AMERICA;ABILENE/MUNICIPAL ARPT TX;72266;410016;1961-1990;Mean Monthly Value;mm;26.2;29.5;34.5;48.3;75.4;72.6;53.1;71.1;81.5;63.8;37.6;26.2;619.8
UNITED STATES OF AMERICA;LUBBOCK/REGIONAL ARPT TX;72267;415411;1961-1990;Mean Monthly Value;mm;9.9;17.3;22.6;24.6;59.7;69.8;60.2;63.8;66.0;47.2;19.0;13.5;473.6
UNITED STATES OF AMERICA;ROSWELL/INDUSTRIAL AIR PARK NM;72268;297610;1961-1990;Mean Monthly Value;mm;8.9;11.7;8.4;11.7;26.4;40.9;43.4;65.5;51.3;26.7;13.2;11.4;319.5
UNITED STATES OF AMERICA;EL PASO/INT'L ARPT TX;72270;412797;1961-1990;Mean Monthly Value;mm;10.2;10.4;7.4;5.1;6.4;17.0;39.1;40.1;43.2;19.3;11.2;14.5;223.9
UNITED STATES OF AMERICA;TUCSON/INT'L ARPT AZ;72274;28820;1961-1990;Mean Monthly Value;mm;22.1;17.8;18.3;7.6;4.6;5.1;60.2;55.6;42.4;26.9;17.0;27.2;304.8
UNITED STATES OF AMERICA;PHOENIX/SKY HARBOR INTL, AZ;72278;26481;1961-1990;Mean Monthly Value;mm;17.0;17.3;22.4;5.6;3.0;3.3;21.1;24.4;21.8;16.5;16.8;25.4;194.6
UNITED STATES OF AMERICA;YUMA/INT'L ARPT AZ;72280;29660;1961-1990;Mean Monthly Value;mm;8.9;5.6;5.3;3.6;1.0;.5;6.6;16.3;7.9;7.4;6.1;11.4;80.6
UNITED STATES OF AMERICA;SAN DIEGO/LINDBERGH FIELD CA;72290;47740;1961-1990;Mean Monthly Value;mm;45.7;38.9;45.0;20.1;4.8;1.8;.5;2.5;6.1;9.4;36.8;39.9;251.5
UNITED STATES OF AMERICA;LOS ANGELES/INTL, CA;72295;45114;1961-1990;Mean Monthly Value;mm;61.0;63.8;50.3;18.3;3.6;.8;.3;3.8;7.9;8.6;44.7;42.2;305.3
UNITED STATES OF AMERICA;LONG BEACH/WSCMO CA;72297;45085;1961-1990;Mean Monthly Value;mm;62.7;62.7;49.8;17.3;4.3;1.0;.3;2.8;7.4;6.9;41.9;42.7;299.8
UNITED STATES OF AMERICA;CAPE HATTERAS, NC;72304;311458;1961-1990;Mean Monthly Value;mm;134.6;104.6;109.0;89.7;101.6;104.4;126.5;152.4;133.9;126.5;126.2;115.3;1424.7
UNITED STATES OF AMERICA;RALEIGH/RALEIGH-DURHAM, NC;72306;317069;1961-1990;Mean Monthly Value;mm;88.4;93.7;95.8;65.8;99.6;93.5;101.9;102.1;81.0;72.6;75.7;82.3;1052.4
UNITED STATES OF AMERICA;NORFOLK/INTL, VA;72308;446139;1961-1990;Mean Monthly Value;mm;96.0;88.1;94.0;77.7;96.8;97.0;128.5;122.2;99.1;80.0;72.4;82.0;1133.8
UNITED STATES OF AMERICA;COLUMBIA/METRO ARPT SC;72310;381939;1961-1990;Mean Monthly Value;mm;112.3;104.6;122.4;83.3;93.5;121.9;139.7;154.7;93.2;77.2;73.7;91.2;1267.7
UNITED STATES OF AMERICA;ATHENS, GA;72311;90435;1961-1990;Mean Monthly Value;mm;116.8;112.3;138.7;101.3;111.0;99.8;124.0;94.0;85.3;83.3;93.0;103.9;1263.4
UNITED STATES OF AMERICA;GREENVILLE/G-SPARTANBURG, SC;72312;383747;1961-1990;Mean Monthly Value;mm;104.1;112.0;136.9;98.0;112.3;121.2;117.6;100.3;100.6;101.3;92.7;105.2;1302.2
UNITED STATES OF AMERICA;CHARLOTTE/DOUGLAS INT'L ARPT NC;72314;311690;1961-1990;Mean Monthly Value;mm;94.2;97.5;112.5;68.1;97.0;86.1;99.6;94.7;88.9;85.3;82.0;88.4;1094.3
UNITED STATES OF AMERICA;ASHEVILLE/REGIONAL, NC;72315;310300;1961-1990;Mean Monthly Value;mm;82.6;99.3;117.6;85.3;112.5;107.4;114.8;119.1;98.3;91.2;91.2;89.4;1208.7
UNITED STATES OF AMERICA;GREENSBORO/G.-HIGH PT., NC;72317;313630;1961-1990;Mean Monthly Value;mm;80.5;84.3;94.5;72.1;102.1;96.8;114.6;98.6;89.4;88.9;75.4;85.3;1082.5
UNITED STATES OF AMERICA;HUNTSVILLE/MADISON COUNTY JET,AL;72323;14064;1961-1990;Mean Monthly Value;mm;131.3;123.7;168.1;125.2;129.0;104.9;123.2;88.1;103.6;82.6;123.4;149.1;1452.2
UNITED STATES OF AMERICA;CHATTANOOGA/LOVELL FIELD, TN;72324;401656;1961-1990;Mean Monthly Value;mm;124.2;122.2;153.2;109.5;111.0;89.4;123.2;89.7;105.4;81.8;117.1;131.3;1358.0
UNITED STATES OF AMERICA;KNOXVILLE/MUNICIPAL, TN;72326;404950;1961-1990;Mean Monthly Value;mm;105.9;103.1;129.3;94.5;104.9;100.8;118.6;79.5;78.0;72.1;95.3;115.3;1197.3
UNITED STATES OF AMERICA;NASHVILLE/METRO ARPT TN;72327;406402;1961-1990;Mean Monthly Value;mm;90.9;96.8;123.2;111.0;124.0;90.7;100.8;87.9;87.9;66.5;104.6;117.1;1201.4
UNITED STATES OF AMERICA;MEMPHIS/WSCMO AP TN;72334;405954;1961-1990;Mean Monthly Value;mm;94.7;110.5;137.4;138.7;126.5;90.7;96.3;87.1;89.7;76.5;129.5;145.8;1323.4
UNITED STATES OF AMERICA;FORT SMITH/MUNICIPAL, AR;72344;32574;1961-1990;Mean Monthly Value;mm;48.3;66.0;100.3;100.8;133.1;86.1;75.9;74.2;82.3;93.5;101.3;77.0;1038.8
UNITED STATES OF AMERICA;WICHITA FALLS, TX;72351;419729;1961-1990;Mean Monthly Value;mm;26.4;37.1;56.1;76.5;103.4;89.4;43.7;63.0;97.0;69.6;39.1;32.8;734.1
UNITED STATES OF AMERICA;OKLAHOMA CITY/WSFO AP OK;72353;346661;1961-1990;Mean Monthly Value;mm;28.7;39.6;68.8;70.4;132.6;109.5;66.3;66.0;97.5;82.0;50.3;35.6;847.3
UNITED STATES OF AMERICA;TULSA/WSO AP OK;72356;348992;1961-1990;Mean Monthly Value;mm;39.1;50.0;87.9;94.5;142.2;112.8;78.5;79.2;119.4;93.0;79.5;54.9;1031.0
UNITED STATES OF AMERICA;CLAYTON/MUNICIPAL, NM;72360;291887;1961-1990;Mean Monthly Value;mm;6.1;7.9;14.0;23.9;50.5;57.7;68.6;66.3;45.0;22.9;13.2;7.4;383.5
UNITED STATES OF AMERICA;AMARILLO/INTL, TX;72363;410211;1961-1990;Mean Monthly Value;mm;12.7;15.5;24.4;25.1;63.0;94.0;66.5;81.8;50.5;34.8;17.5;10.9;496.7
UNITED STATES OF AMERICA;ALBUQUERQUE/INT'L ARPT NM;72365;290234;1961-1990;Mean Monthly Value;mm;11.2;11.7;13.7;13.2;12.7;15.0;34.8;41.7;25.4;22.6;10.9;12.7;225.6
UNITED STATES OF AMERICA;WINSLOW/MUNICIPAL ARPT AZ;72374;29439;1961-1990;Mean Monthly Value;mm;11.4;13.2;14.0;6.6;7.9;7.9;30.5;35.3;23.1;23.1;14.5;16.8;204.3
UNITED STATES OF AMERICA;BAKERSFIELD/MEADOWS FIELD CA;72384;40442;1961-1990;Mean Monthly Value;mm;21.8;26.9;26.4;14.5;5.1;2.5;.3;2.3;4.3;7.4;17.8;16.0;145.3
UNITED STATES OF AMERICA;LAS VEGAS/MCCARRAN, NV;72386;264436;1961-1990;Mean Monthly Value;mm;12.2;12.2;10.7;5.3;7.1;3.0;8.9;12.4;7.1;5.3;10.9;9.7;104.8
UNITED STATES OF AMERICA;FRESNO/AIR TERMINAL CA;72389;43257;1961-1990;Mean Monthly Value;mm;49.8;45.7;48.0;24.6;7.6;2.0;.3;.8;6.1;13.5;34.8;36.1;269.3
UNITED STATES OF AMERICA;SANTA BARBARA, CA;72392;47905;1961-1990;Mean Monthly Value;mm;81.5;91.7;72.1;26.9;4.1;1.0;.5;2.8;11.4;13.2;51.6;55.9;412.7
UNITED STATES OF AMERICA;SANTA MARIA/PUBLIC, CA;72394;47946;1961-1990;Mean Monthly Value;mm;54.9;66.5;57.7;25.1;5.1;.8;.3;1.3;7.6;12.4;37.1;45.2;314.0
UNITED STATES OF AMERICA;RICHMOND/BYRD, VA;72401;447201;1961-1990;Mean Monthly Value;mm;82.3;80.3;91.7;75.2;97.5;91.9;127.8;111.8;84.8;89.7;80.5;82.8;1096.3
UNITED STATES OF AMERICA;WASHINGTON DC/NATIONAL ARPT VA;72405;448906;1961-1990;Mean Monthly Value;mm;69.1;68.8;80.5;68.8;93.0;85.9;96.5;99.3;84.1;76.7;79.2;79.2;981.1
UNITED STATES OF AMERICA;BALTIMORE/BALTO-WASH, MD;72406;180465;1961-1990;Mean Monthly Value;mm;77.5;79.2;85.9;78.5;94.5;93.2;93.7;99.6;86.6;75.7;84.3;86.6;1035.3
UNITED STATES OF AMERICA;ATLANTIC CITY, NJ;72407;280311;1961-1990;Mean Monthly Value;mm;87.9;77.7;91.9;90.4;84.6;67.1;97.3;105.2;74.4;71.6;90.9;84.3;1023.3
UNITED STATES OF AMERICA;PHILADELPHIA/INT'L ARPT PA;72408;366889;1961-1990;Mean Monthly Value;mm;81.5;70.9;87.9;91.9;95.3;95.0;108.7;96.5;86.9;66.5;84.8;85.9;1051.8
UNITED STATES OF AMERICA;LYNCHBURG WSO AP, VA;72410;445120;1961-1990;Mean Monthly Value;mm;72.6;77.2;88.1;78.5;99.3;87.6;105.7;91.2;82.3;94.0;79.8;82.0;1038.3
UNITED STATES OF AMERICA;ROANOKE/MUNICIPAL, VA;72411;447285;1961-1990;Mean Monthly Value;mm;66.5;77.2;88.4;82.6;101.1;81.0;99.3;105.4;88.9;97.8;81.0;75.4;1044.6
UNITED STATES OF AMERICA;BECKLEY/RALEIGH CO MEM AP WV;72412;460582;1961-1990;Mean Monthly Value;mm;74.2;74.7;86.4;87.1;101.1;97.5;119.4;85.9;84.6;73.4;75.9;82.0;1042.2
UNITED STATES OF AMERICA;CHARLESTON/KANAWHA ARPT WV;72414;461570;1961-1990;Mean Monthly Value;mm;73.9;77.2;92.2;84.1;100.1;91.2;126.7;101.9;82.3;73.4;91.2;86.1;1080.3
UNITED STATES OF AMERICA;ELKINS/RANDOLPH CO ARPT WV;72417;462718;1961-1990;Mean Monthly Value;mm;78.2;76.2;97.3;97.0;104.6;113.3;115.1;110.5;95.5;78.2;84.6;88.4;1138.9
UNITED STATES OF AMERICA;CINCINNATI/GREATER CINCINNATI,KY;72421;151855;1961-1990;Mean Monthly Value;mm;65.8;68.3;107.7;95.3;108.7;97.5;107.7;85.1;73.2;72.6;87.9;80.0;1049.8
UNITED STATES OF AMERICA;LOUISVILLE/STANDIFORD FIELD KY;72423;154954;1961-1990;Mean Monthly Value;mm;72.6;83.8;118.4;107.4;117.3;87.9;114.6;89.9;80.3;68.8;94.0;92.5;1127.5
UNITED STATES OF AMERICA;HUNTINGTON/TRI-STATE, WV;72425;464393;1961-1990;Mean Monthly Value;mm;71.9;73.7;93.5;87.1;107.7;89.2;118.1;97.3;74.4;71.9;83.8;85.3;1053.9
UNITED STATES OF AMERICA;COLUMBUS WSO AP, OH;72428;331786;1961-1990;Mean Monthly Value;mm;55.4;56.9;83.1;81.5;99.8;102.6;109.5;94.5;75.2;54.6;81.8;72.6;967.5
UNITED STATES OF AMERICA;DAYTON/INT'L AP, OH;72429;332075;1961-1990;Mean Monthly Value;mm;54.1;55.1;86.9;87.9;98.6;97.0;89.9;81.3;64.5;63.0;78.0;74.4;930.7
UNITED STATES OF AMERICA;EVANSVILLE/REGIONAL, IN;72432;122738;1961-1990;Mean Monthly Value;mm;67.6;79.2;119.6;102.1;120.6;88.6;102.6;79.0;75.4;72.9;94.7;93.2;1095.5
UNITED STATES OF AMERICA;ST. LOUIS/LAMBERT, MO;72434;237455;1961-1990;Mean Monthly Value;mm;46.0;53.8;90.9;88.9;100.8;94.5;97.8;72.4;79.2;68.1;83.3;77.0;952.7
UNITED STATES OF AMERICA;INDIANAPOLIS/INT'L ARPT IN;72438;124259;1961-1990;Mean Monthly Value;mm;58.9;62.5;96.3;94.0;101.6;88.6;113.5;92.5;72.9;66.8;82.0;84.8;1014.4
UNITED STATES OF AMERICA;SPRINGFIELD/CAPITAL ARPT IL;72439;118179;1961-1990;Mean Monthly Value;mm;38.4;45.0;82.3;93.5;91.9;87.1;89.4;83.6;84.6;66.0;64.3;69.3;895.4
UNITED STATES OF AMERICA;SPRINGFIELD/REGIONAL AP MO;72440;237976;1961-1990;Mean Monthly Value;mm;45.5;55.1;98.8;106.2;111.3;129.3;74.2;89.2;117.3;90.9;95.3;80.3;1093.4
UNITED STATES OF AMERICA;COLUMBIA/REGIONAL ARPT MO;72445;231791;1961-1990;Mean Monthly Value;mm;36.8;46.7;80.5;97.3;127.3;109.7;93.2;83.3;98.0;81.8;74.4;62.7;991.7
UNITED STATES OF AMERICA;KANSAS CITY/INTL ARPT MO;72446;234358;1961-1990;Mean Monthly Value;mm;27.7;27.9;63.8;79.2;128.0;119.9;111.3;101.9;123.4;83.6;48.8;40.1;955.6
